screen_name,text,created_at,favorite_count,quote_count,reply_count
haNa____88,@antonioguterres @BolshoiOfficial Did you know: Gazza is under attack!!!! #GenocideinGaza #IsraelTerrorist #AlAqsaUnderAttack #Gaza_Under_Attack #IsraelUnderAttack #Israel #HamasTerrorists,2021-05-14T00:27:39Z,1,NA,NA
haNa____88,@antonioguterres @BolshoiOfficial Where is the world.??  Gazza is unter attack. #GenocideinGaza #IsraelTerrorist #AlAqsaUnderAttack #Gaza_Under_Attack #IsraelUnderAttack #Israel #HamasTerrorists,2021-05-14T00:29:38Z,0,NA,NA
Briskerov,"Again, what side is the attacker? #IsraelUnderAttack https://t.co/ReFYW3Whkh",2021-05-14T00:28:59Z,8,NA,NA
WeRateFood,All these fucking Arabs crying war crimes and genocide if it wasn't for the iron dome you wouldn't be saying jack shit #GazzaUnderAttack #Israel #IsraelUnderAttack,2021-05-14T00:28:55Z,1,NA,NA
samaykapahiya,"@Israel #HamasTerrorists
Yes we all know the truth..
We know how those cowards hide behind kids and women's, and then always play a victim card.
We Indians suffer this same shit.
More power to you Israel. Trust your PM.
Don't trap in fake secualrism.
#IsraelUnderAttack
#IStandWithIsrael https://t.co/wwiXBQjPdB",2021-05-14T00:27:36Z,1,NA,NA
samaykapahiya,"@IsraeliPM More power to you sir netanyahu..
My all dear Israel's friends..
Have full faith in your leadership.
Stay safe in your bunkers.
We will defeat #gazaTerrorism 
#IStandWithIsrael 
#IsraelUnderAttack 
#Israel 
#IndiaWithIsrael 
#IndiaStandsWithIsrael",2021-05-12T22:34:34Z,42,NA,NA
samaykapahiya,"That's a big win for all Israel's friends..
Keep going. Stay safe.
Keep yourself self, Use your bunkers,
By that you can help your army.
Have faith in your leadership and army.
Prayers from India.
#IsraelUnderAttack 
#Israel 
#IStandWithIsrael 
#IndiaWithIsrael 
#JoeBiden https://t.co/CVy3p6NdpX",2021-05-12T22:40:26Z,1,NA,NA
samaykapahiya,"#HamasTerrorists
Yes we all know the truth..
We know how those cowards hide behind kids and women's, and then always play a victim card.
We Indians suffer this same shit.
More power to you Israel. Trust your PM.
Don't trap in fake secualrism.
#IsraelUnderAttack
#IStandWithIsrael https://t.co/LwvUFjRVcv",2021-05-12T22:23:31Z,1162,NA,NA
Hmks10019,"#Palastine #Alquds_Under_Attack #GazaUnderAttack #ApartheidIsrael #IsraelTerrorist #IsraelUnderAttack Palestinian  Mothers carries their children twice. In her tummy as a fetus, then on her head as martyr to his grave for 72 years. That’s how long this Israeli occupation. https://t.co/s4EqEC9Sgf",2021-05-14T00:25:38Z,0,NA,NA
Israel,"It’s 3:25am here in Israel but hundreds of thousands of Israelis are awake. 

It’s impossible to sleep when you receive red alert after red alert warning you to run for shelter from Hamas rocket fire. 

#IsraelUnderAttack https://t.co/iPbYIDhguS",2021-05-14T00:25:26Z,897,NA,NA
Israel,"Good morning from Israel. 

We want to start our day by sending our love and support to the hundreds of thousands of Israelis who spent a restless night in bomb shelters. 

אוהבים אתכם ♥️. 
#IsraelUnderAttack https://t.co/pf4gMvQy4M",2021-05-13T08:13:34Z,10729,NA,NA
Israel,In ten minutes (20:00pm Israel time) we’ll be hosting a @TwitterSpaces with Israelis who are living under rocket fire.  We hope you’ll join us. #Israelunderattack,2021-05-13T16:51:27Z,2325,NA,NA
Israel,"Here's what it's like for young Israelis living under rocket fire. 

@YouthforIL

#IsraelUnderAttack https://t.co/Tcp0t7erOn",2021-05-13T12:50:05Z,946,NA,NA
Israel,"No words needed. 

#IsraelUnderAttack https://t.co/zqpHJdUdkr",2021-05-13T10:32:13Z,4679,NA,NA
Israel,"Join our @TwitterSpaces to hear from Israelis living under Hamas rocket fire how they're coping in such challenging times.

#Israelunderattack

https://t.co/PYSwXEU0TM",2021-05-13T17:00:41Z,662,NA,NA
O4X44,"Israeli occupation soldiers assaulting Palestinians at Damascus Gate in Jerusalem.
Who is the real terrorist?
#FreePalestine #PalestineBleeding #savepalestinians #SaveSheikhJarrah #GazaUnderAttack #StandwithPalestine 
#StandWithIsrael !!!
#IsraelUnderAttack 
#IsraelTerrorist https://t.co/NfiImHmLME",2021-05-13T23:28:53Z,0,NA,NA
O4X44,"Watch how Israeli occupation soldiers attack worshippers inside Bab Al Rahmah prayer area with stun grenades.
Who is the real terrorist?
#FreePalestine #savepalestinians #SaveSheikhJarrah #GazaUnderAttack #StandwithPalestine 
#StandWithIsrael
#IsraelUnderAttack 
#IsraelTerrorist https://t.co/Db7xxLYmVN",2021-05-13T23:55:14Z,0,NA,NA
O4X44,"Armed Israeli Forces Attack Palestinian Protesters In Haifa, beating, arresting at peaceful demonstrators.
Who is the real terrorist?
#IsraelTerrorist 
#PalestineBleeding #SaveSheikhJarrah #AlAqsaUnderAtrack #GazaUnderAttackk #IsraelPalestine #IsraelUnderAttack #Palestiniens https://t.co/z0Ec0i5wmk",2021-05-13T22:50:51Z,4,NA,NA
O4X44,"Israeli police arrest a Palestinian boy because He carries a toy gun !!
Who is the real terrorist?
#FreePalestine #PalestineBleeding #savepalestinians #SaveSheikhJarrah #GazaUnderAttack #StandwithPalestine 
#StandWithIsrael !!!
#IsraelUnderAttack 
#IsraelTerrorist https://t.co/mxV8xny1YD",2021-05-14T00:25:18Z,0,NA,NA
O4X44,"The IOF throwing grenades from the point of zero among a crowd of Palestinian women at Al-Aqsa Mosque.
Who is the real terrorist?
#FreePalestine #PalestineBleeding #savepalestinians #SaveSheikhJarrah  #StandwithPalestine 
#StandWithIsrael !!!
#IsraelUnderAttack 
#IsraelTerrorist https://t.co/m614SfwExa",2021-05-13T23:38:44Z,0,NA,NA
Daphne32886537,Your God also will panish you babykiller Israel! #TerroristIsrael #GazaUnderAttack #GenocideinGaza #IsraelUnderAttack https://t.co/V7NiQMlO7y,2021-05-14T00:23:47Z,1,NA,NA
SatyaMe33566700,@MayaKadosh be safe @MayaKadosh .. #indians and #Hindus are 100% with  #IsraelUnderAttack,2021-05-14T00:23:46Z,0,NA,NA
memere613,@phara4assembly Here I fixed it for you #IsraelUnderAttack https://t.co/pYUiImblj6,2021-05-14T00:23:40Z,0,NA,NA
Perla03295669,"Israeli Arabs rioting in #Haifa. In what country does the minority attack the majority and nothing is done !! Change the rules and allow Jews to fire back it’s insane 
#LODD #IsraelPalestine #IsraelUnderAttack #Israel",2021-05-14T00:23:35Z,1,NA,NA
Matthew78954477,#IsraelUnderAttack God Bless @Israel I’m sorry Illegitimate @POTUS &amp; @JohnKerry are #DemAntisemites. @HouseDemocrats @SenateDems bunch of #Antisemites. This wouldn’t have happened if Pres Trump was in charge. @AJCGlobal  @IsraelPolicy4m  @gregkellyusa https://t.co/nF3XunUG8Q,2021-05-13T23:32:15Z,0,NA,NA
Matthew78954477,#IsraelUnderAttack #Hamas are #Iran’s Proxy. @SenSchumer @JerryNadler The bombs reigning down on @Israel are your fault. 🇮🇱 #MiddleEast saw peace prosperity A Future! Under Pres Trump! You two morons kiss the Socialists asses. @ADL  @AJCGlobal  @gregkellyusa,2021-05-12T23:34:47Z,0,NA,NA
Matthew78954477,#IsraelUnderAttack My ❤️ is with 🇮🇱! Stand up to #Hamas #Iran’s proxy. I curse @SenSchumer  @JerryNadler &amp; their #DemAntisemite allies like Illegitimate @POTUS @JohnKerry &amp; the Socialist @HouseDemocrats  @SenateDems who kiss 🇮🇷’s ass. #StandUp🇺🇸!  @GOP https://t.co/mVzRQ1RUVv,2021-05-14T00:01:28Z,0,NA,NA
Matthew78954477,#IsraelUnderAttack Illegitimate @POTUS &amp; @JohnKerry are rooting for #Hamas #Iran’s Proxy!  @SenSchumer @JerryNadler you are sellouts to these scum. 🇮🇱 was safe under Pres Trump! 🇺🇸 must stand by @Israel @JGreenblattADL  @AJCGlobal  @JewsForTrump https://t.co/xYGG7oopf9,2021-05-13T12:34:07Z,0,NA,NA
Matthew78954477,#IsraelUnderAttack Liberals Jews like @SenSchumer  @JerryNadler sellout @Israel to the Socialist Corrupt #Antisemite @DNC. Illegitimate @POTUS &amp; @JohnKerry are no friend of 🇮🇱! This violence is proof. Pres Trump was building a peaceful lasting #MiddleEast. https://t.co/5OCnia7IcS,2021-05-14T00:21:24Z,0,NA,NA
lili47972798,"#israelUnderAttack 15:55PM red alert, rushed in a bomb shelter with 4 other people. The bomb was intercepted above our heads in Bat Yam.",2021-05-13T13:22:39Z,0,NA,NA
lili47972798,Aretha Franklin - I say a little prayer for you beloved soldiers entering Gaza tonight https://t.co/LaAeDl3c9E via @YouTube #IsraelUnderAttack,2021-05-14T00:20:44Z,0,NA,NA
dorzolai1,"They tell me that they never forget..
But the truth ia they make it again!
We are here to stay!!!
Happy eid el fiter muslims!
🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱

#respectisrael #IsraelUnderAttack #synagoge #HamasTerrorists",2021-05-14T00:19:27Z,0,NA,NA
amal_ref3ie,"As a water 💦
#IStandWithPalestine 
#IsraelTerrorist 
#GazaUnderAttack 
#ابو_عبيدة 
#أسهل_من_شربة_ماء 
#IsraelUnderAttack https://t.co/zO7X3wLrqz",2021-05-14T00:17:50Z,6,NA,NA
JenniferAtala,The #Biden Administration has a unique moment to lead and set the stage of its commitment to justice. My &amp; other @TrumanProject member comments on #us #ForeignPolicy response on the crisis in #israel &amp; #palestine. https://t.co/EqCiC7eP4b #PalestineUnderAttack #IsraelUnderAttack,2021-05-13T11:45:38Z,5,NA,NA
JenniferAtala,The #Biden Administration has a unique moment to lead and set the stage of its commitment to justice. My &amp; fellow @TrumanProject member comments on #US #ForeignPolicy response to the crisis in #Israel &amp; #Palestine. https://t.co/ooZ8tqPCS8 #PalestineUnderAttack #IsraelUnderAttack,2021-05-14T00:17:39Z,0,NA,NA
MoSalahAlsqa,"A girl crying and sheltering with her father during the bombing of the Israeli occupation forces on the Gaza Strip
#GazzaUnderAttack 
#SavePalestine 
#Ashkelon 
#IsraelTerrorist 
#IsraelUnderAttack https://t.co/xdm6DIDOvT",2021-05-13T23:58:27Z,2,NA,NA
MoSalahAlsqa,"That's what palestinians face every day in gazza 
#GazzaUnderAttack 
#GazzaUnderAttack 
#IsraelTerrorist 
#IsraelUnderAttack https://t.co/cHD5cMS0RP",2021-05-14T00:16:45Z,0,NA,NA
MoSalahAlsqa,"#IsraelUnderAttack 
You must watch this video https://t.co/nzpVhakIWI",2021-05-14T00:13:59Z,0,NA,NA
nissmsellam,One picture for explaining everything @isupportisrael_ @IsraelIsForeve1 @jews_israel #IsraelTerrorist #Israel #IsraelUnderAttack @rudy_rochman #IsraelPalestine  in one side Rockets launched from Gaza to Israel on the other side Missiles launched from Israel to destroy them https://t.co/5htqwynIvG,2021-05-14T00:16:34Z,0,NA,NA
GmorganJr,"Pray for peace in Israel.

Do not be fooled, Israel isn’t launching thousands of rockets against itself. They are responding and taking out the enemy. War is imperfect and horrifying, I’m saddened by the images I see but Israel has a right to exist. Full stop!
#IsraelUnderAttack",2021-05-14T00:15:33Z,183,NA,NA
davidconelevi,"I guess the Hamas bootlickers don’t understand that when you shoot your rockets with the intention of spilling INNOCENT Israeli blood, it is quite possible, and rightful, that the favor will be returned. Don’t play the victim. #IsraelUnderAttack #Israel",2021-05-14T00:15:02Z,2,NA,NA
Falkensteinjor1,"The @UN and International Community needs to be on the right side of history and condemn #HamasTerrorists.     

#IsraelUnderAttack #IStandWithIsrael https://t.co/hUt6jo2yMY",2021-05-14T00:14:46Z,4,NA,NA
Falkensteinjor1,"It also took the lives of innocent civlians, including children.
#IsraelUnderAttack
#HamasTerrorists
Failed Hamas rocket launch cost 250K Palestinians their electricity - IDF https://t.co/gUJallCoYw",2021-05-13T20:53:53Z,6,NA,NA
hisseverblog,Is this real? Yes this IS RAEL TERRORİST! #IsraelUnderAttack #Israel #القدس_اقرب #Gaza #اسراييل_سقطت #Gaza_Under_Attack https://t.co/9BbmQdDS8l,2021-05-13T23:06:22Z,1,NA,NA
hisseverblog,Khaby Lame &gt; All European countries and USA #IndiaStandsWithIsrael #IsraelUnderAttack #FreePalestin 🇵🇸 https://t.co/kfNebq28KD,2021-05-14T00:14:26Z,0,NA,NA
LibertyScott63,"God bless Israel and the Jewish people.
#IStandWithIsrael #Israel #IsraelUnderAttack https://t.co/wt2sSNZwEQ",2021-05-13T11:12:55Z,0,NA,NA
LibertyScott63,"Palestinians faking another funeral.
#Israel  #Palestine #IsraelUnderAttack https://t.co/KqmC6azHUj",2021-05-14T00:13:09Z,1,NA,NA
LibertyScott63,"Will Biden stop appeasing Iran? 
#IsraelUnderAttack   #Israel #Israeli https://t.co/vTfgmO6seL",2021-05-12T22:47:15Z,0,NA,NA
nynhamdan,"This is what israeel doing ! now who’s the Terrorists ?! Stop make this in gaza ! Children buried alive !! 
#GazaUnderAttack 
#SaveSheikhJarrah 
#SavePalestine 
#freepalastine 
#IsraelTerrorist 
#IsraelUnderAttack https://t.co/75iphHecoA",2021-05-14T00:11:56Z,1,NA,NA
ohsamaisalive,"Terrible! 😢
#IsraelUnderAttack https://t.co/uadgtINMYM",2021-05-14T00:11:07Z,2,NA,NA
Zeynepbilmiyor,"#GenocideinGaza
#Palestine
#FreePalestine
#UnitedNations
#IsraeliTerrorism
#IsraelUnderAttack
#UNICEF
God's sledgehammer will wipe you off the earth",2021-05-14T00:10:59Z,0,NA,NA
lamaabualhaija,#IsraelUnderAttack who exactly do you think is under attack huh????? #GazaUnderAttack #SavePalestine #SaveGaza #IsraelTerrorist #Israel #freepalastine #SavePalestine https://t.co/ne0eKTYRZg,2021-05-14T00:10:41Z,1,NA,NA
lamaabualhaija,Is this how Israel is under attack? #IsraelUnderAttack https://t.co/Pj5heBo02U,2021-05-13T01:40:05Z,3,NA,NA
lamaabualhaija,This is how israel treats Palestinian #IsraelUnderAttack huh?? #GazaUnderAttack #SaveGaza #savepalestinians https://t.co/gpmRMhGuAe,2021-05-13T18:37:18Z,0,NA,NA
kadir_yilmaz50,"If the mosque is Aksa, among you people who are not sacred but Christians? If this Israeli savagery is not said to be stopped; know that the earth will turn to hell ... !!!
#GazaUnderAttack #GazzedeKatliamVar #GAZZEDESOYKIRIM
#Filistin #Kudus #IsraeliTerrorism #IsraelUnderAttack https://t.co/pV1y80TNsp",2021-05-14T00:08:33Z,2,NA,NA
Carl31508201,💩 gettin real #WW3 #ArizonaAudit #IsraelUnderAttack 👀 https://t.co/vO54p04tIX,2021-05-14T00:08:30Z,2,NA,NA
Lollipop2020,"#IsraelUnderAttack During the live broadcast from the North Indonesian Hospital #Gaza Doctor Ayed Subuh receives ambulances transporting the wounded after the brutal, frenzied bombing, and suddenly finds two of his children among the wounded. #IStandWithIsrael #Israel #USA https://t.co/LO1C2Ql4fY",2021-05-13T23:48:21Z,0,NA,NA
Lollipop2020,"During the violent bombardment , I was asking a girl from North Gaza through the broadcast, ""When did you hear the sound of the bombing?"" I expected her to say  since the afternoon, . - She answered me “since I was born “.. #AllLivesMatter #justice #gaza #IsraelUnderAttack https://t.co/su3NkWiCUQ",2021-05-14T00:08:12Z,0,NA,NA
Lollipop2020,"We’re trapped at home now,
 The Shujaiya neighborhood is subjected to the same cruelty that was exposed to in northern Gaza. The Bombing is crazy and random. We cannot leave the house  and from time to time The bombing regenerate again. #IsraelUnderAttack  #USA #IStandWithIsrael https://t.co/RoRE4RDYfw",2021-05-13T23:53:10Z,0,NA,NA
UXadnanafana,"@emilykschrader I am ashamed of my humanity. Israel killed these children tonight. religion, language and race are not important he was innocent. Please see now that Israel is committing a crime #GazzaUnderAttack #IsraelUnderAttack https://t.co/F194KnNJza https://t.co/qGjSRnBKLN",2021-05-14T00:07:52Z,1,NA,NA
Raghad822925363,"@netanyahu #IsraelUnderAttack  ??!!
O Israel, do you really think the world is this stupid?
O States of the World, dont be silent that Israel is deceiving you
Don't believe in israel
Israel is the biggest liar and terrorist.
#IsraelNotUnderAttack
#PalestineUnderAttack
#JerusalemUnderAttack",2021-05-13T00:09:28Z,1,NA,NA
Raghad822925363,"@IsraelinNewYork @IsraelNitzan #IsraelUnderAttack  ??!!
O Israel, do you really think the world is this stupid?
O States of the World, dont be silent that Israel is deceiving you
Don't believe in israel
Israel is the biggest liar and terrorist.
#IsraelNotUnderAttack
#PalestineUnderAttack
#JerusalemUnderAttack",2021-05-13T00:16:29Z,1,NA,NA
Raghad822925363,"#IsraelUnderAttack  ??!!
O Israel, do you really think the world is this stupid?
O States of the World, dont be silent that Israel is deceiving you
Don't believe in israel
Israel is the biggest liar and terrorist.
#IsraelNotUnderAttack
#PalestineUnderAttack
#JerusalemUnderAttack",2021-05-13T00:08:51Z,1,NA,NA
Raghad822925363,"@MyPalestine0 #IsraelUnderAttack  ??!!
O Israel, do you really think the world is this stupid?
O States of the World, dont be silent that Israel is deceiving you
Don't believe in israel
Israel is the biggest liar and terrorist.
#IsraelNotUnderAttack
#PalestineUnderAttack
#JerusalemUnderAttack",2021-05-14T00:07:49Z,0,NA,NA
Raghad822925363,"@Israel #IsraelUnderAttack  ??!!
O Israel, do you really think the world is this stupid?
O States of the World, dont be silent that Israel is deceiving you
Don't believe in israel
Israel is the biggest liar and terrorist.
#IsraelNotUnderAttack
#PalestineUnderAttack
#JerusalemUnderAttack",2021-05-13T00:15:22Z,1,NA,NA
abdo_seliem,"Your Israel is going to fall , maybe not today maybe not tomorrow maybe not this century but isreal is going to fall 

#IsraelUnderAttack",2021-05-14T00:07:11Z,1,NA,NA
Samehahabeeb,I’m heartbroken and angry on to watch and hear the horror and fear experienced by this family in northern #Gaza. #Israel must stop its bombing and targeting of civilians. This is a war crime nothing else. This is not a war but onslaught #IsraelPalestine #IsraelUnderAttack https://t.co/sAUry4ElCZ,2021-05-14T00:06:30Z,0,NA,NA
Samehahabeeb,"A young boy bear hug his little sister after escaping an #Israeli air raid. Now, those children and hundred of thousands in #Gaza are hit with Post-traumatic stress disorder (PTSD) due to the ongoing heavy Israeli bombing to civilian areas. #IsraelUnderAttack #IsraelUnderFire https://t.co/3EU3TtNLMz",2021-05-12T22:55:36Z,2,NA,NA
Samehahabeeb,Radical “Israelis” attack a journalist from kan TV which is state funded  by Israeli Government. #Madness #IsraelUnderAttack https://t.co/gtON7upk8A,2021-05-13T18:36:06Z,1,NA,NA
Samehahabeeb,More children fall victims of Israeli barbarism. The might of Israeli military consider every innocent civilian in #Gaza as Hamas member and legitimise their killing.This is gross and insane. More than 50 women and children have been killed in the last few days #IsraelUnderAttack https://t.co/qHG2ppxSMX,2021-05-13T20:57:52Z,7,NA,NA
Samehahabeeb,Silence is Complicity. Leading Hollywood celebrities must have their say against Israeli war crimes in Gaza @BenAffleck @RedHourBen @AdamSandler @chrishemsworth @HarrisonFordLA @RedHourBen #IsraelUnderAttack,2021-05-13T22:34:45Z,1,NA,NA
Samehahabeeb,Massive Israeli bombing in Gaza now mostly in civilian areas. #IsraelUnderAttack #Gaza https://t.co/jFKyQswiHK,2021-05-13T22:10:15Z,10,NA,NA
Packers_K7,Honestly it’s about damn time Israel put an end to being bullied by other countries in the Middle East. #thereisnopalestine #FreeIsrael #IsraelUnderAttack #HamasTerrorists #IStandWithIsrael https://t.co/r11TRlj8wW,2021-05-14T00:04:37Z,0,NA,NA
TheRealTruth_Is,#HamasTerrorist #Israel #Palestine #IsraelUnderFire #IsraelUnderAttack #Hamas part 2 https://t.co/8tuNFWLvHT,2021-05-13T17:10:49Z,2,NA,NA
TheRealTruth_Is,"#freepalastine wtf waving gun's around !
#IsraelUnderAttack #IsraelUnderFire #HamasTerrorist #Israel #Palestine # https://t.co/oQ455xrdbS",2021-05-13T17:46:07Z,1,NA,NA
TheRealTruth_Is,"Direct hit from Gaza on Israeli citizens over 500,000 living in that city!
#HamasTerrorist #Israel #Palestine #IsraelUnderFire #IsraelUnderAttack #Hamas https://t.co/mjaISC2aB7",2021-05-13T01:10:59Z,1,NA,NA
TheRealTruth_Is,"🇮🇱 — BREAKING NEWS: Arabs just shot at Jews in the city of Lod in Central Israel. Injuries reported !
#HamasTerrorist #Israeli #Palestin #IsraelUnderAttack #IsraelUnderFire  #hammas https://t.co/S5u8Sl5lq5",2021-05-13T16:49:54Z,1,NA,NA
TheRealTruth_Is,"Don't let the media lie to you
#Israel #Palestine #IsraelUnderFire #IsraelUnderAttack #Hamas #HamasTerrorist https://t.co/elzUNU5XMK",2021-05-13T01:04:30Z,5,NA,NA
TheRealTruth_Is,"Iron dome defending as many rockets as possible from Gaza !
#HamasTerrorist #Israel #Palestine #IsraelUnderFire #IsraelUnderAttack #Hamas https://t.co/5eZwNZYru2",2021-05-13T08:01:48Z,0,NA,NA
TheRealTruth_Is,Arab running around with a knife in the jewish area in Israel #IsraelUnderFire #IsraelUnderAttack #Palestine #Israel https://t.co/Ikd68ePO3a,2021-05-13T17:00:30Z,0,NA,NA
TheRealTruth_Is,"So Hamas and the Palestinians are all clean 🤔
#Palestine #Israel #Gaza #IsraelUnderFire #IsraelUnderAttack #Hamas #HamasTerrorist 
And if you didn't get that a ment it sarcastically! https://t.co/vq3wwHWX8J",2021-05-14T00:04:15Z,1,NA,NA
TheRealTruth_Is,#HamasTerrorist #Israel #Palestine #IsraelUnderFire #IsraelUnderAttack #Hamas part 1 https://t.co/ETLzUg2kH1,2021-05-13T17:10:18Z,1,NA,NA
TheRealTruth_Is,An Israeli citizens injured from a shooting in Israel #israle #Palestine #IsraelUnderFire #IsraelUnderAttack #Hamas #HamasTerrorist https://t.co/nUzHcwSBWn,2021-05-13T17:02:08Z,2,NA,NA
Raghdaghaith,"The only thing that you must admit is that ISRAEL is a terrorist that has NO history, NO state and NO entity🇦🇪 
#Isreal
#IsraelTerrorist 
#IsraelUnderAttack 
#Palestine 
#SavePalestine 
#PalestineUnderAttackk 
#palestine_under_attack_now",2021-05-14T00:02:52Z,0,NA,NA
IsraelMFA,"Hamas fired many more rockets from #Gaza throughout the evening &amp; the night, targeting civilians in southern &amp; central Israel.

A man was severely injured when a rocket hit a residential area in the city of Ashkelon.

#IsraelUnderAttack 
 https://t.co/6Y5QPE3p8I",2021-05-14T00:00:29Z,237,NA,NA
toobigtofailnow,"Before Gaza retaliated, Israeli police attacked Al-Aqsa mosque. During the attack, one tree burned. Look at these bastards who are celebrating the fire. These people openly terrorized Palestine people. Make aware of who is the perpetrator, who is the victim!

#IsraelUnderAttack https://t.co/nI4kUM2bSo",2021-05-13T23:40:47Z,9,NA,NA
toobigtofailnow,"Israel's final objective is to destroy Al-Aqsa Mosque and build their ancient-time temple there. For that purpose, they terrorize, displace and killed Muslims in every chance. The objective gives clues about the brutality. Doesn't it?

#IsraelUnderAttack

https://t.co/OBWcKmQUrp",2021-05-14T00:00:19Z,4,NA,NA
birnur_21,"#GenocideinGaza Baby is crying, do you hear? Of course no, you don't hear because this place is Gaza.  #IsraelUnderAttack #FreePalestine #GazaUnderAttack #GenocideinGaza https://t.co/218cEIVdYC",2021-05-13T23:58:13Z,3,NA,NA
meetabhi83,"Three rockets were fired from Lebanon towards Israel, Lebanese military source says With Lebanon’s attack on Israel, #Hezbollah has entered the scene. Congratulations to Joe Biden   successs plunging the Middle East into war.

#IsraelUnderAttack",2021-05-13T23:58:04Z,2,NA,NA
AnaHabibti,"BRAVO, @SirAlanDuncan! Other @Conservatives either don't know all this, or they don't care; whichever it is, it's not a good look... #Conservatives #Israel #IsraelUnderAttack https://t.co/Q3Ogjh6PMB",2021-05-13T23:57:43Z,0,NA,NA
HomePiggy,"#IsraelUnderAttack @OzraeliAvi One of our self pronounced ""leaders"" in government is @SigridKaag (@D66) Her husband is a Palestinian, Fatah  member(friends of Arafat). She sends money to Hamas and other terrorists. Our money. Can you imagine? 😠😠😠",2021-05-12T20:02:14Z,2,NA,NA
HomePiggy,#IsraelUnderAttack Example of why they are still throwing stones.. 😜 https://t.co/U69BHiiG2r,2021-05-13T23:56:56Z,1,NA,NA
HomePiggy,#IsraelUnderAttack Actueel https://t.co/jLJNY7UKYk,2021-05-13T00:04:18Z,1,NA,NA
SHASHIJHASJ,"Lebanon attacked Israel firing 3 *nuclear missiles
Now the Hezbollah militant organisation is all set to support Hamas,
*Congractulations to Joe Biden* 
He successfully managed to arrange buyers of weapons even during the pandemic.
#IsraelUnderAttack 
#WeStandWithIsrael 
@Israel",2021-05-13T23:56:06Z,1,NA,NA
brightersonic,Disintegration : North is also preparing to leave Nigeria – Ladoja #BiafraFreedom #IsraelUnderAttack https://t.co/so8QwF1pJM,2021-05-13T23:55:36Z,1,NA,NA
elanurbysn,Who say #IsraelUnderAttack  are lying. You are being deceived!!! Israel kills Palestinians without saying women or children! D O N ' T  B E   S I L E N T T O   T H E  G E N O C I D E! DONT SLEEP. Give voice! Wake Up! #GazaUnderAttack #GenocideinGaza https://t.co/Rl7S5X0XgV,2021-05-13T23:55:19Z,6,NA,NA
vitamin694,Fuck around and find out #StandWithIsrael #HamasTerrorists #GazaUnderAttack #Gaza #IsraelUnderAttack,2021-05-13T23:54:50Z,4,NA,NA
NadaFuad6,"The children ofGaza have died withThe occupation shells made of internationally prohibited phosphorous may God have mercy on themNowThey are angels inHeaven and have relieved ofThe injustice of the Zionist gangs. 
#GazaUnderAttack 
And not #IsraelUnderAttack 
#IsraeliTerrorism https://t.co/Urlwkz3gLo",2021-05-13T22:33:13Z,2,NA,NA
NadaFuad6,"@zaynmalik Gaza now 
#Gaza 
#GazaUnderAttack #Gaza_Under_Attack 
#Gaza_under_attack_now 
#GazaUnderFire 
#Hamas 
#IsraeliTerrorism 
#IsraelUnderAttack https://t.co/glCWolgFpj",2021-05-13T23:54:45Z,1,NA,NA
NadaFuad6,"Gaza now 
#Gaza 
#GazaUnderAttack 
#Gaza_Under_Attack 
#Gaza_under_attack_now 
#GazaUnderFire 
#Hamas 
#IsraeliTerrorism 
#IsraelUnderAttack https://t.co/uSpzO1QZ58",2021-05-13T21:56:04Z,3,NA,NA
NadaFuad6,"@Visard11 Occupation gangs attack an unarmed young man and arrest him
#GazaUnderAttack 
#SaveGaza 
#IsraeliTerrorism 
#savesheikhjarrah 
#Israel 
#freepalastine 
#PalestineUnderAttack 
#Palestine 
#ISRAELUNDERATTACK https://t.co/aAmy4APEnc",2021-05-13T11:22:19Z,1,NA,NA
NadaFuad6,"@Visard11 Israeli civilian occupiers pulled a Palestinian man out of his car and attacked on him with dogs and crushed his head in Bat Yam city
#GazaUnderAttack 
#Zionists 
#PalestineUnderAttack 
#Israel 
#IsraeliTerrorism 
#IsraelUnderAttack https://t.co/L1asXF44JD",2021-05-13T11:20:44Z,1,NA,NA
NadaFuad6,"#GazaUnderAttack 
#SaveGaza 
#IsraeliTerrorism 
#Save_Sheikh_Jarrah 
#FreePalestine 
#IsraelUnderAttack 
  israeli gangs assaulted a young man in his house until he fainted severely and left him on the ground https://t.co/Nq98lnRmpY",2021-05-13T01:21:30Z,2,NA,NA
NadaFuad6,"Israel uses phosphorous shells, which are internationally banned weapons
#GazaUnderAttack and #IsraelUnderAttack is a big lie 
#FreePalestine
#SaveGaza 
#savesheikhjarrah 
#StandForPalestine https://t.co/ISGMCtLV1J",2021-05-13T23:17:33Z,2,NA,NA
NadaFuad6,"@slash87794019 @TheZaiduLeaks #photo
 Great destruction in the streets surrounding the ""Abu Khadra"" complex in the middle of Gaza City, after the bombing of the occupation and this photos taken today 
#GazaUnderAttack 
#SaveGaza 
#IsraeliTerrorism 
#IsraelUnderAttack https://t.co/UkspNLpvZR",2021-05-13T04:58:45Z,0,NA,NA
NadaFuad6,"What is happening now inTheGaza StripThe Zionist occupation cut off The electricity,disrupted it in the Gaza Strip and began indiscriminately bombingThe people ofTheStripThey blew up Gaza with internationally prohibited phosphorous weapons #GazzaUnderAttack NOT #ISRAELUNDERATTACK https://t.co/onCSSY0MXy",2021-05-13T22:14:31Z,62,NA,NA
